player,pos,mean,sd,exp_missed,avail,vor,score
Woody Marks,RB,8.318728428437916,6.934524136521554,4.62,5.9894844684752995,-1.5699155315247006,-1.5699155315247006
Phil Mafah,RB,8.835555555555556,4.8595555555555565,6.09,5.979592156862745,-1.5798078431372549,-1.5798078431372549
Chris Blair,WR,8.829950980392157,5.297970588235294,4.68,6.627657324106114,-1.588570915476117,-1.588570915476117
Skyler Bell,WR,8.368235294117646,5.020941176470587,3.4,6.5961384083044985,-1.620089831277732,-1.620089831277732
Colbie Young,WR,8.368235294117646,5.020941176470587,3.4,6.5961384083044985,-1.620089831277732,-1.620089831277732
Jacob Cowing,WR,8.368235294117646,5.020941176470587,3.4,6.5961384083044985,-1.620089831277732,-1.620089831277732
Brandon Aiyuk,WR,8.368235294117646,5.020941176470587,3.4,6.5961384083044985,-1.620089831277732,-1.620089831277732
Cyrus Allen,WR,8.368235294117646,5.020941176470587,3.4,6.5961384083044985,-1.620089831277732,-1.620089831277732
Rachaad White,RB,8.16895302352893,5.498054468734962,4.52,5.905672509362973,-1.653727490637027,-1.653727490637027
Brenen Thompson,WR,8.278235294117646,4.966941176470588,3.4,6.52519723183391,-1.6910310077483208,-1.6910310077483208
Michael Woods II,WR,8.278235294117646,4.966941176470588,3.4,6.52519723183391,-1.6910310077483208,-1.6910310077483208
Josh Cameron,WR,8.278235294117646,4.966941176470588,3.4,6.52519723183391,-1.6910310077483208,-1.6910310077483208
Zavion Thomas,WR,8.278235294117646,4.966941176470588,3.4,6.52519723183391,-1.6910310077483208,-1.6910310077483208
Cade Otton,TE,7.854585230432752,5.978636570163405,4.01,6.00413735702786,-1.6985512041206867,-1.6985512041206867
T.J. Hockenson,TE,7.852701283959092,4.039660523219388,4.21,5.956504885685441,-1.7461836754631053,-1.7461836754631053
Germie Bernard,WR,8.188235294117646,4.9129411764705875,3.4,6.454256055363322,-1.7619721842189087,-1.7619721842189087
Ted Hurst III,WR,8.188235294117646,4.9129411764705875,3.4,6.454256055363322,-1.7619721842189087,-1.7619721842189087
Deion Burks,WR,8.188235294117646,4.9129411764705875,3.4,6.454256055363322,-1.7619721842189087,-1.7619721842189087
Denzel Boston,WR,8.176250000000001,4.90575,3.4,6.444808823529414,-1.771419416052817,-1.771419416052817
Antonio Williams,WR,8.098235294117647,4.858941176470588,3.4,6.383314878892734,-1.8329133606894965,-1.8329133606894965
Bryce Lance,WR,8.098235294117647,4.858941176470588,3.4,6.383314878892734,-1.8329133606894965,-1.8329133606894965
Barion Brown,WR,8.098235294117647,4.858941176470588,3.4,6.383314878892734,-1.8329133606894965,-1.8329133606894965
Malachi Fields,WR,8.098235294117647,4.858941176470588,3.4,6.383314878892734,-1.8329133606894965,-1.8329133606894965
Zachariah Branch,WR,8.098235294117647,4.858941176470588,3.4,6.383314878892734,-1.8329133606894965,-1.8329133606894965
Tyrone Tracy Jr.,RB,7.984584024424776,7.990786360970157,4.82,5.701932356265693,-1.8574676437343074,-1.8574676437343074
Chuba Hubbard,RB,8.317611233680212,6.147566301274955,5.87,5.682885557599745,-1.8765144424002553,-1.8765144424002553
Elic Ayomanor,WR,8.290243872062906,4.239216712239814,4.2,6.339598255106927,-1.8766299844753034,-1.8766299844753034
Matthew Golden,WR,8.011265372930437,4.300804933605229,3.4,6.314762117486345,-1.9014661220958855,-1.9014661220958855
Chris Brazzell II,WR,8.008235294117647,4.804941176470588,3.4,6.312373702422145,-1.9038545371600852,-1.9038545371600852
Isaiah Likely,TE,7.9749837242392365,4.102872238573924,5.33,5.786554366970058,-1.9161341941784888,-1.9161341941784888
Kenyon Sadiq,TE,7.517012987012987,4.886058441558442,4.01,5.746093162719633,-1.956595398428913,-1.956595398428913
Jerry Jeudy,WR,7.794246069532878,5.216679978683761,2.92,6.253736258142851,-1.9624919814393795,-1.9624919814393795
Keenan Allen,WR,8.168400468898335,7.1479840843826885,4.21,6.244021417254934,-1.9722068223272968,-1.9722068223272968
Omar Cooper Jr.,WR,7.918235294117647,4.750941176470588,3.4,6.2414325259515575,-1.974795713630673,-1.974795713630673
Malik Benson,WR,7.918235294117647,4.750941176470588,3.4,6.2414325259515575,-1.974795713630673,-1.974795713630673
