ecr_rank,player,pos,team_26,age,draft_year,draft_round,bye,ecr_ovr,ecr_sd,ecr_best,ecr_worst,ecr_pos,ecr_bestball,status_26,g_25,ppgA_25,ppgB_25,top6A_25,floorA_25,ptsA_25,ptsB_25,ppr_25,tgt_25,rec_25,re_yds_25,re_td_25,tgt_share_25,car_25,ru_yds_25,ru_td_25,pass_yds_25,pass_td_25,int_25,ru100_25,re100_25,p300_25,snap_pct_25,g_24,ppgA_24,ppgB_24,ppr_24,tgt_24,tgt_share_24,car_24
139,Chris Rodriguez Jr.,RB,JAX,27.0,2023.0,6.0,7.0,140.02,17.97,102,228,45.66,138.0,ACT,12.0,7.666666666666667,7.666666666666667,11.483333333333334,4.875,92.0,92.0,92.0,4.0,3.0,30.0,0.0,0.013245033112582781,112.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3123076923076923,7.0,4.5,4.5,31.5,1.0,0.004694835680751174,35.0
140,C.J. Stroud,QB,HOU,24.9,2023.0,1.0,8.0,145.31,18.15,108,236,23.3,138.5,ACT,14.0,14.895714285714286,17.752857142857142,20.756666666666668,10.64,208.54,248.54,208.54,0.0,0.0,0.0,0.0,0.0,48.0,209.0,1.0,3041.0,19.0,8.0,0.0,0.0,1.0,0.9121428571428571,17.0,12.963529411764705,15.551764705882352,220.38,1.0,0.0018315018315018315,52.0
141,Daniel Jones,QB,IND,29.3,2019.0,1.0,13.0,147.99,24.94,113,255,23.19,148.0,ACT,13.0,17.41846153846154,20.64923076923077,22.84,15.500000000000002,226.44,268.44,226.44,0.0,0.0,0.0,0.0,0.0,45.0,164.0,5.0,3101.0,19.0,8.0,0.0,0.0,2.0,0.9146153846153846,10.0,13.530000000000001,15.13,135.3,0.0,0.0,67.0
142,Rashid Shaheed,WR,SEA,28.0,,,11.0,148.75,16.13,123,205,58.81,136.5,ACT,18.0,8.783333333333333,8.81111111111111,15.533333333333333,3.7,158.1,158.6,156.6,92.0,59.0,687.0,2.0,0.16696914700544466,9.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6088888888888889,6.0,13.633333333333335,13.633333333333335,81.8,41.0,0.24550898203592814,6.0
143,Dylan Sampson,RB,CLE,22.0,2025.0,4.0,11.0,148.86,19.69,93,219,48.81,156.83,ACT,15.0,5.840000000000001,5.840000000000001,11.416666666666666,1.5500000000000003,87.60000000000001,87.60000000000001,87.60000000000001,40.0,33.0,271.0,2.0,0.08639308855291576,65.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26466666666666666,,,,,,,
144,Denzel Boston,WR,CLE,22.8,2026.0,2.0,11.0,150.61,33.36,100,305,59.23,133.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Keaton Mitchell,RB,LAC,24.6,,,7.0,151.49,27.75,102,301,49.15,157.0,ACT,13.0,4.261538461538462,4.261538461538462,7.133333333333333,2.3,55.400000000000006,55.400000000000006,55.4,12.0,9.0,63.0,0.0,0.039735099337748346,59.0,341.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17461538461538462,4.0,1.7000000000000002,1.7000000000000002,6.8,1.0,0.009174311926605505,15.0
146,Houston Texans,DST,HOU,,,,8.0,152.91,5.61,143,175,1.76,193.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Zach Charbonnet,RB,SEA,25.7,2023.0,2.0,11.0,154.18,27.84,117,275,50.24,157.83,RES,16.0,11.525,11.4625,18.583333333333336,6.425,184.4,183.4,181.4,24.0,20.0,144.0,0.0,0.05517241379310345,184.0,730.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48375,17.0,11.170588235294119,11.111764705882353,186.9,52.0,0.0913884007029877,135.0
148,Jonah Coleman,RB,DEN,23.1,2026.0,4.0,10.0,156.36,30.08,116,304,50.58,153.5,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Cam Ward,QB,TEN,24.3,2025.0,1.0,9.0,156.55,21.06,128,255,25.0,151.0,ACT,17.0,10.980000000000002,12.744705882352942,16.636666666666667,6.880000000000001,186.66000000000003,216.66000000000003,186.66,0.0,0.0,0.0,0.0,0.0,39.0,159.0,2.0,3169.0,15.0,7.0,0.0,0.0,0.0,0.9464705882352941,,,,,,,
150,Brenton Strange,TE,JAX,25.7,2023.0,2.0,7.0,159.0,23.72,112,226,18.54,152.5,ACT,12.0,9.833333333333334,9.833333333333334,13.75,5.45,118.0,118.0,118.0,60.0,46.0,540.0,3.0,0.16853932584269662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7483333333333334,14.0,6.507142857142857,6.507142857142857,91.1,53.0,0.11699779249448124,0.0
151,Chig Okonkwo,TE,WAS,27.0,2022.0,4.0,7.0,160.38,24.86,112,228,18.65,150.0,ACT,17.0,7.294117647058823,7.294117647058823,11.866666666666667,4.0,124.0,124.0,124.0,79.0,56.0,560.0,2.0,0.14933837429111532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6370588235294118,16.0,7.1000000000000005,7.1000000000000005,113.60000000000001,70.0,0.14583333333333334,1.0
152,Tyrone Tracy Jr.,RB,NYG,26.8,2024.0,5.0,8.0,162.2,34.27,117,274,51.66,154.5,ACT,15.0,10.92,10.853333333333333,18.316666666666666,6.15,163.8,162.8,160.8,48.0,36.0,288.0,2.0,0.10810810810810811,176.0,740.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5446666666666666,17.0,11.25294117647059,11.076470588235296,182.3,53.0,0.09566787003610108,192.0
153,Tre Tucker,WR,LV,25.5,2023.0,3.0,13.0,162.97,25.95,116,247,63.43,176.83,ACT,17.0,9.6,9.629411764705882,17.25,5.0,163.2,163.7,161.7,92.0,57.0,696.0,5.0,0.18661257606490872,11.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9482352941176471,17.0,7.605882352941177,7.605882352941177,129.3,81.0,0.13705583756345177,9.0
154,Dalton Schultz,TE,HOU,30.2,2018.0,4.0,8.0,163.71,23.62,111,209,19.03,152.33,ACT,17.0,10.452941176470588,10.452941176470588,16.566666666666666,5.800000000000001,177.70000000000002,177.70000000000002,177.70000000000002,106.0,82.0,777.0,3.0,0.19168173598553345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7105882352941176,17.0,6.952941176470588,6.952941176470588,118.2,85.0,0.15567765567765568,0.0
155,Denver Broncos,DST,DEN,,,,10.0,163.88,7.69,149,210,3.15,199.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Isiah Pacheco,RB,DET,27.5,2022.0,7.0,6.0,163.96,24.36,127,252,53.1,211.6,ACT,13.0,6.7153846153846155,6.7153846153846155,9.866666666666667,3.9000000000000004,87.3,87.3,87.3,26.0,19.0,101.0,1.0,0.06435643564356436,118.0,462.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5169230769230769,7.0,8.12857142857143,8.12857142857143,56.900000000000006,16.0,0.06477732793522267,83.0
157,Hunter Henry,TE,NE,31.8,2016.0,2.0,11.0,164.67,22.97,112,229,19.1,165.0,ACT,17.0,10.605882352941178,10.63529411764706,17.933333333333334,6.6000000000000005,180.3,180.8,178.8,87.0,60.0,768.0,7.0,0.18049792531120332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7941176470588235,16.0,9.18125,9.2125,145.4,97.0,0.20638297872340425,0.0
158,Mike Washington Jr.,RB,LV,,,,13.0,165.41,38.15,101,308,52.21,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Alvin Kamara,RB,NO,31.1,2017.0,3.0,8.0,166.12,33.73,117,278,52.71,171.67,ACT,11.0,9.154545454545454,9.154545454545454,12.916666666666666,6.2,100.7,100.7,100.7,39.0,33.0,186.0,0.0,0.10483870967741936,131.0,471.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6372727272727272,14.0,19.592857142857145,19.37857142857143,265.3,89.0,0.21549636803874092,228.0
160,Jauan Jennings,WR,MIN,29.2,2020.0,7.0,6.0,166.54,31.64,109,282,64.48,175.33,ACT,15.0,11.553333333333335,11.553333333333335,17.166666666666668,7.3,173.3,173.3,173.3,90.0,55.0,643.0,9.0,0.20454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8206666666666667,15.0,14.133333333333333,14.166666666666666,210.5,113.0,0.2627906976744186,0.0
161,Adonai Mitchell,WR,NYJ,23.9,2024.0,2.0,13.0,166.84,25.6,110,232,64.84,169.0,ACT,16.0,5.5875,5.61875,12.066666666666668,1.2750000000000001,89.4,89.9,87.89999999999999,74.0,33.0,453.0,2.0,0.15195071868583163,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.50625,17.0,3.1623529411764704,3.1623529411764704,53.76,55.0,0.11178861788617886,4.0
162,Seattle Seahawks,DST,SEA,,,,11.0,167.85,12.73,148,280,3.9,201.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Los Angeles Rams,DST,LAR,,,,11.0,167.92,8.16,144,206,3.79,203.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Jerry Jeudy,WR,CLE,27.4,2020.0,1.0,11.0,167.97,26.95,121,262,65.34,179.83,ACT,17.0,7.1000000000000005,7.1000000000000005,12.800000000000002,3.7,120.7,120.7,120.7,106.0,50.0,602.0,2.0,0.2034548944337812,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8452941176470588,17.0,14.81764705882353,14.641176470588235,240.9,145.0,0.22870662460567823,0.0
165,Tank Bigsby,RB,PHI,24.0,2023.0,3.0,10.0,171.53,24.67,133,243,55.07,168.67,ACT,15.0,3.7866666666666666,3.7199999999999998,8.633333333333335,0.2,56.8,55.8,53.8,4.0,3.0,32.0,0.0,0.00966183574879227,63.0,356.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1264705882352941,16.0,8.4375,8.3125,129.0,12.0,0.024291497975708502,168.0
166,Bryce Young,QB,CAR,25.1,2023.0,1.0,5.0,172.12,30.09,134,326,26.04,159.8,ACT,16.0,14.1275,16.8775,22.720000000000002,8.709999999999999,226.04,270.04,218.04,0.0,0.0,0.0,0.0,0.0,54.0,216.0,2.0,3011.0,23.0,11.0,0.0,0.0,2.0,0.9675,14.0,13.930000000000001,16.072857142857142,195.02,0.0,0.0,43.0
167,Jalen McMillan,WR,TB,24.8,2024.0,3.0,10.0,172.6,26.65,133,293,66.35,177.5,ACT,4.0,7.85,7.975,7.8500000000000005,3.225,31.4,31.9,29.9,15.0,12.0,178.0,0.0,0.12195121951219512,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.515,13.0,10.415384615384616,10.415384615384616,135.4,58.0,0.13425925925925927,4.0
168,Philadelphia Eagles,DST,PHI,,,,10.0,174.88,9.42,156,235,6.19,204.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Braelon Allen,RB,NYJ,22.6,2024.0,4.0,13.0,175.43,30.23,122,288,56.06,193.83,ACT,4.0,3.825,3.825,3.825,0.9750000000000001,15.3,15.3,15.3,3.0,2.0,17.0,0.0,0.028846153846153848,18.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325,17.0,5.011764705882353,5.011764705882353,85.2,27.0,0.04584040747028863,92.0
170,Brian Robinson Jr.,RB,ATL,27.5,2022.0,3.0,11.0,177.08,21.55,134,243,57.11,176.67,ACT,17.0,3.6764705882352944,3.6764705882352944,6.75,2.1,62.50000000000001,62.50000000000001,62.5,12.0,8.0,25.0,0.0,0.023032629558541268,92.0,400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16705882352941176,14.0,12.057142857142859,11.842857142857143,159.79999999999998,25.0,0.059665871121718374,187.0
171,MarShawn Lloyd,RB,GB,25.7,2024.0,3.0,11.0,179.03,50.93,118,327,56.02,189.5,ACT,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.8,2.8,2.8,1.0,0.07692307692307693,6.0
172,Kayshon Boutte,WR,HOU,24.3,2023.0,6.0,8.0,179.43,29.01,126,273,68.45,194.83,ACT,14.0,8.971428571428572,9.007142857142856,16.03333333333333,3.625,125.6,126.1,124.1,46.0,33.0,551.0,6.0,0.11645569620253164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6749999999999999,15.0,8.226666666666667,8.26,121.9,68.0,0.15077605321507762,0.0
173,Omar Cooper Jr.,WR,NYJ,22.7,2026.0,1.0,13.0,180.82,37.35,126,315,69.27,151.5,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Tre' Harris,WR,LAC,24.5,2025.0,2.0,7.0,181.2,29.01,121,273,69.57,177.83,ACT,16.0,4.3375,4.3375,7.366666666666667,2.35,69.4,69.4,69.4,43.0,30.0,324.0,1.0,0.08481262327416174,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4852941176470588,,,,,,,
175,Ryan Flournoy,WR,DAL,26.9,2024.0,6.0,14.0,184.82,30.37,136,328,70.42,184.5,ACT,15.0,7.8,7.866666666666666,14.450000000000001,2.9,117.0,118.0,114.0,56.0,40.0,475.0,4.0,0.10408921933085502,4.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4475,9.0,2.0222222222222226,2.0222222222222226,18.2,14.0,0.041791044776119404,0.0
176,Minnesota Vikings,DST,MIN,,,,6.0,185.95,12.14,164,252,8.27,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Pittsburgh Steelers,DST,PIT,,,,9.0,186.35,8.78,161,239,8.21,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Dontayvion Wicks,WR,PHI,25.2,2023.0,5.0,10.0,186.73,34.61,107,289,70.44,179.83,ACT,13.0,5.8307692307692305,5.8307692307692305,9.750000000000002,1.9,75.8,75.8,75.8,46.0,30.0,332.0,2.0,0.12885154061624648,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44642857142857145,17.0,6.5,6.5,110.5,76.0,0.16414686825053995,0.0
179,New England Patriots,DST,NE,,,,11.0,186.74,19.03,160,356,8.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Jacksonville Jaguars,DST,JAC,,,,7.0,189.41,17.53,151,280,9.56,214.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Emmett Johnson,RB,KC,22.9,2026.0,5.0,5.0,189.73,35.16,143,283,59.11,189.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Travis Hunter,WR,JAX,,,,7.0,189.75,40.51,96,305,72.34,167.17,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Jalen Nailor,WR,LV,27.5,2022.0,6.0,13.0,190.27,33.11,116,302,71.86,166.83,ACT,17.0,6.011764705882353,6.041176470588235,12.566666666666665,0.0,102.2,102.7,100.7,53.0,29.0,444.0,4.0,0.11373390557939914,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6535294117647058,15.0,7.0,7.0,105.0,42.0,0.09230769230769231,3.0
184,T.J. Hockenson,TE,MIN,29.2,2019.0,1.0,6.0,190.29,27.45,112,298,22.06,154.33,ACT,15.0,7.52,7.52,11.283333333333333,4.55,112.8,112.8,112.8,66.0,51.0,438.0,3.0,0.15602836879432624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793333333333333,10.0,8.8,8.85,86.5,62.0,0.18397626112759644,0.0
185,Malik Washington,WR,MIA,25.9,2024.0,6.0,6.0,190.64,32.86,128,289,72.36,203.0,ACT,17.0,6.864705882352942,6.864705882352942,10.4,4.1,116.7,116.7,116.7,65.0,46.0,317.0,3.0,0.14412416851441243,17.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,14.0,4.057142857142857,4.057142857142857,56.8,36.0,0.07894736842105263,5.0
186,Pat Bryant,WR,DEN,23.8,2025.0,3.0,10.0,190.7,31.27,116,293,72.14,188.83,ACT,13.0,5.753846153846154,5.753846153846154,9.316666666666668,3.8,74.8,74.8,74.8,49.0,31.0,378.0,1.0,0.10961968680089486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4766666666666667,,,,,,,
187,Los Angeles Chargers,DST,LAC,,,,7.0,193.51,22.45,162,356,9.97,220.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Keenan Allen,WR,IND,34.4,2013.0,3.0,13.0,193.66,59.8,100,303,73.2,192.83,ACT,17.0,10.835294117647058,10.86470588235294,18.033333333333335,6.7,184.2,184.7,182.7,122.0,81.0,777.0,4.0,0.22634508348794063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5547058823529412,15.0,12.393333333333334,12.426666666666668,184.4,121.0,0.2725225225225225,0.0
189,Jacoby Brissett,QB,ARI,33.7,2016.0,3.0,14.0,194.36,40.89,129,338,26.94,180.8,ACT,14.0,16.81714285714286,20.245714285714286,22.563333333333333,15.835,235.44,283.44,227.44,0.0,0.0,0.0,0.0,0.0,38.0,168.0,1.0,3366.0,23.0,8.0,0.0,0.0,4.0,0.8571428571428571,7.0,6.4628571428571435,7.034285714285715,45.24,0.0,0.0,15.0
190,Ray Davis,RB,BUF,26.8,2024.0,4.0,7.0,194.45,33.88,145,271,59.71,207.83,ACT,17.0,3.9470588235294124,3.8882352941176475,9.750000000000002,0.1,67.10000000000001,66.10000000000001,64.1,13.0,10.0,86.0,2.0,0.027139874739039668,58.0,275.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14294117647058824,17.0,6.829411764705883,6.829411764705883,116.1,19.0,0.03838383838383838,113.0
191,Baltimore Ravens,DST,BAL,,,,13.0,198.22,23.3,161,356,10.63,254.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Jaylin Noel,WR,HOU,24.0,2025.0,3.0,8.0,200.36,30.29,140,319,75.0,182.83,ACT,17.0,4.023529411764706,4.023529411764706,9.700000000000001,0.0,68.4,68.4,68.4,35.0,26.0,292.0,2.0,0.06329113924050633,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,,,,,,,
193,Kimani Vidal,RB,LAC,25.0,2024.0,6.0,7.0,201.17,35.76,157,317,62.19,222.8,ACT,13.0,9.761538461538462,9.53076923076923,18.150000000000002,2.9,126.9,123.9,117.89999999999999,22.0,16.0,136.0,1.0,0.05472636815920398,155.0,643.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5446153846153846,9.0,3.6333333333333337,3.6333333333333337,32.7,9.0,0.03260869565217391,43.0
194,Calvin Ridley,WR,TEN,31.7,2018.0,1.0,9.0,202.32,33.97,133,312,75.39,199.4,ACT,7.0,6.971428571428571,7.042857142857143,7.75,3.25,48.8,49.3,47.3,36.0,17.0,303.0,0.0,0.16363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,17.0,11.805882352941177,11.83529411764706,199.20000000000002,120.0,0.23715415019762845,8.0
195,Green Bay Packers,DST,GB,,,,11.0,204.15,21.04,183,280,13.76,222.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Sean Tucker,RB,TB,24.9,,,10.0,204.71,37.1,148,337,62.45,218.2,ACT,17.0,5.552941176470589,5.4941176470588236,12.933333333333332,0.0,94.4,93.4,91.4,11.0,8.0,34.0,1.0,0.020370370370370372,86.0,320.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15823529411764706,17.0,4.2176470588235295,4.158823529411765,68.7,12.0,0.021314387211367674,50.0
197,AJ Barner,TE,SEA,24.4,2024.0,4.0,11.0,208.19,25.7,124,268,24.07,163.0,ACT,17.0,8.664705882352942,8.664705882352942,15.566666666666668,3.4000000000000004,147.3,147.3,147.3,68.0,52.0,519.0,6.0,0.14945054945054945,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7729411764705882,15.0,5.233333333333333,5.233333333333333,78.5,38.0,0.07279693486590039,0.0
198,Greg Dulcich,TE,MIA,26.5,2022.0,3.0,6.0,208.5,38.55,131,306,24.49,159.5,ACT,9.0,6.977777777777778,6.977777777777778,8.566666666666668,4.4,62.800000000000004,62.800000000000004,62.800000000000004,33.0,26.0,335.0,1.0,0.1527777777777778,1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422,4.0,1.95,1.95,7.8,12.0,0.0916030534351145,0.0
199,Kansas City Chiefs,DST,KC,,,,5.0,209.54,18.51,178,280,13.19,238.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Caleb Douglas,WR,MIA,23.0,2026.0,3.0,6.0,211.13,56.48,115,341,78.85,198.8,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,James Conner,RB,ARI,31.4,2017.0,3.0,14.0,211.4,43.64,130,332,63.84,220.6,RES,3.0,11.100000000000001,11.100000000000001,11.100000000000001,9.450000000000001,33.300000000000004,33.300000000000004,33.3,9.0,8.0,38.0,1.0,0.10227272727272728,32.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,16.0,16.9875,16.6125,253.8,55.0,0.1120162932790224,236.0
202,Tank Dell,WR,HOU,26.9,2023.0,3.0,8.0,211.44,33.22,136,350,78.89,191.6,RES,,,,,,,,,,,,,,,,,,,,,,,,14.0,10.107142857142858,10.142857142857142,140.0,81.0,0.18080357142857142,9.0
203,Oronde Gadsden II,TE,LAC,23.2,2025.0,5.0,7.0,211.73,42.58,97,295,25.45,165.83,ACT,15.0,8.860000000000001,8.893333333333334,15.916666666666666,3.6500000000000004,132.9,133.4,131.4,69.0,49.0,664.0,3.0,0.14435146443514643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.626,,,,,,,
204,Terrance Ferguson,TE,LA,23.5,2025.0,2.0,11.0,212.67,42.9,112,281,25.47,174.17,ACT,11.0,4.736363636363636,4.736363636363636,8.416666666666668,0.0,52.1,52.1,52.1,25.0,11.0,231.0,3.0,0.06510416666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3671428571428571,,,,,,,
205,Troy Franklin,WR,DEN,23.6,2024.0,4.0,10.0,216.18,40.05,142,341,80.33,218.4,ACT,17.0,10.41764705882353,10.41764705882353,18.666666666666668,4.1,177.1,177.1,177.1,104.0,65.0,709.0,6.0,0.1808695652173913,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5958823529411765,16.0,4.1937500000000005,4.1937500000000005,67.1,53.0,0.10642570281124498,2.0
206,Aaron Rodgers,QB,PIT,42.8,2005.0,1.0,9.0,216.72,37.88,153,341,28.3,167.8,ACT,16.0,14.1925,17.1925,20.316666666666666,10.175,227.08,275.08,227.08,1.0,1.0,-9.0,0.0,0.00205761316872428,21.0,61.0,1.0,3322.0,24.0,7.0,0.0,0.0,0.0,0.956875,17.0,15.092941176470587,18.50470588235294,256.58,0.0,0.0,22.0
207,Isaac TeSlaa,WR,DET,24.6,2025.0,3.0,6.0,217.77,25.84,165,302,80.06,187.2,ACT,14.0,5.421428571428572,5.421428571428572,11.183333333333335,0.0,75.9,75.9,75.9,27.0,16.0,239.0,6.0,0.05844155844155844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39647058823529413,,,,,,,
208,Nicholas Singleton,RB,TEN,22.7,2026.0,5.0,9.0,218.87,38.14,148,323,65.08,199.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Darnell Mooney,WR,NYG,28.9,2020.0,5.0,8.0,219.02,27.26,163,362,81.4,199.8,ACT,15.0,5.486666666666666,5.486666666666666,8.833333333333334,2.6,82.3,82.3,82.3,72.0,32.0,443.0,1.0,0.16179775280898875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8193333333333332,16.0,12.262500000000001,12.325000000000001,193.2,106.0,0.21115537848605578,0.0
210,Cleveland Browns,DST,CLE,,,,11.0,219.26,31.51,183,318,15.64,229.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Detroit Lions,DST,DET,,,,6.0,220.32,26.34,174,330,14.9,234.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Gunnar Helm,TE,TEN,24.0,2025.0,4.0,9.0,220.43,31.2,143,316,25.9,193.5,ACT,16.0,5.73125,5.73125,9.933333333333332,2.575,91.7,91.7,91.7,55.0,44.0,357.0,2.0,0.11088709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525625,,,,,,,
213,Washington Commanders,DST,WAS,,,,7.0,220.83,61.48,190,358,26.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Geno Smith,QB,NYJ,35.9,2013.0,2.0,13.0,222.37,35.29,147,342,28.38,181.6,ACT,15.0,11.593333333333334,14.26,18.493333333333336,6.530000000000001,173.9,213.9,173.9,0.0,0.0,0.0,0.0,0.0,41.0,109.0,0.0,3025.0,19.0,17.0,0.0,0.0,1.0,0.9646666666666667,17.0,15.647058823529411,18.705882352941178,266.0,0.0,0.0,53.0
215,Cyrus Allen,WR,KC,23.6,2026.0,5.0,5.0,222.38,58.16,123,376,82.76,212.2,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Ja'Kobi Lane,WR,BAL,22.1,2026.0,3.0,13.0,222.62,48.29,140,326,82.66,198.17,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Kenyon Sadiq,TE,NYJ,21.5,2026.0,1.0,13.0,222.64,34.79,138,375,26.02,155.67,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Cooper Kupp,WR,SEA,33.2,2017.0,3.0,11.0,222.96,27.71,142,289,82.74,210.0,ACT,16.0,7.26875,7.26875,11.733333333333334,4.775,116.3,116.3,116.3,70.0,47.0,593.0,2.0,0.16241299303944315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.755625,12.0,14.958333333333334,15.083333333333334,175.0,100.0,0.2617801047120419,2.0
219,Rashod Bateman,WR,BAL,26.8,2021.0,1.0,13.0,226.05,29.79,150,327,82.8,210.67,ACT,13.0,4.261538461538462,4.261538461538462,7.583333333333333,1.7000000000000002,55.400000000000006,55.400000000000006,55.4,38.0,19.0,224.0,2.0,0.11411411411411411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693076923076923,16.0,11.006250000000001,11.037500000000001,174.60000000000002,72.0,0.17061611374407584,0.0
220,Jaydon Blue,RB,DAL,22.7,2025.0,5.0,14.0,226.47,42.72,145,321,66.71,218.0,CUT,5.0,4.08,4.08,4.08,0.7000000000000001,20.400000000000002,20.400000000000002,20.4,1.0,1.0,5.0,0.0,0.006666666666666667,38.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,,,,,,,
221,Buffalo Bills,DST,BUF,,,,7.0,227.39,26.63,189,349,15.19,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Emanuel Wilson,RB,SEA,27.3,,,11.0,228.95,40.49,132,393,68.03,235.75,ACT,17.0,5.73529411764706,5.676470588235295,13.366666666666669,1.4,97.50000000000001,96.50000000000001,94.5,17.0,15.0,99.0,0.0,0.03695652173913044,125.0,496.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3111764705882353,17.0,5.647058823529412,5.647058823529412,96.0,14.0,0.03023758099352052,103.0
223,Kaytron Allen,RB,WAS,23.7,2026.0,6.0,7.0,232.16,38.35,156,343,68.28,212.6,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
