ecr_rank,player,pos,team_26,age,draft_year,draft_round,bye,ecr_ovr,ecr_sd,ecr_best,ecr_worst,ecr_pos,ecr_bestball,status_26,g_25,ppgA_25,ppgB_25,top6A_25,floorA_25,ptsA_25,ptsB_25,ppr_25,tgt_25,rec_25,re_yds_25,re_td_25,tgt_share_25,car_25,ru_yds_25,ru_td_25,pass_yds_25,pass_td_25,int_25,ru100_25,re100_25,p300_25,snap_pct_25,g_24,ppgA_24,ppgB_24,ppr_24,tgt_24,tgt_share_24,car_24
69,Justin Herbert,QB,LAC,28.5,2020.0,1.0,7.0,71.63,13.71,30,105,8.25,67.5,ACT,16.0,18.43,21.805,27.63,12.76,294.88,348.88,286.88,0.0,0.0,0.0,0.0,0.0,83.0,498.0,2.0,3727.0,26.0,13.0,0.0,0.0,4.0,0.968125,17.0,16.788235294117644,19.72941176470588,285.4,0.0,0.0,69.0
70,Jadarian Price,RB,SEA,22.9,2026.0,1.0,11.0,73.22,12.09,47,127,25.98,67.17,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Harold Fannin Jr.,TE,CLE,22.1,2025.0,3.0,11.0,73.44,11.84,54,112,6.14,84.83,ACT,16.0,11.74375,11.775,17.583333333333332,8.2,187.9,188.4,186.4,107.0,72.0,731.0,6.0,0.214,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.759375,,,,,,,
72,Chris Godwin Jr.,WR,TB,30.5,2017.0,3.0,10.0,76.5,14.19,45,121,35.07,84.33,ACT,9.0,9.38888888888889,9.444444444444445,12.366666666666665,5.6,84.5,85.0,83.0,51.0,33.0,360.0,2.0,0.18345323741007194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7088888888888889,7.0,20.114285714285717,20.25714285714286,137.8,62.0,0.26609442060085836,1.0
73,Rhamondre Stevenson,RB,NE,28.5,2021.0,4.0,11.0,77.27,9.37,56,117,27.35,84.33,ACT,14.0,12.985714285714286,12.914285714285715,22.666666666666668,4.800000000000001,181.8,180.8,178.8,37.0,32.0,345.0,2.0,0.09438775510204081,130.0,603.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5935714285714286,15.0,11.926666666666668,11.860000000000001,175.9,41.0,0.09339407744874716,207.0
74,Jaylen Warren,RB,PIT,27.9,,,9.0,77.34,8.0,65,99,27.39,79.67,ACT,16.0,13.94375,13.81875,19.883333333333336,9.149999999999999,223.1,221.1,217.1,45.0,40.0,333.0,2.0,0.09090909090909091,211.0,958.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5075000000000001,15.0,8.273333333333333,8.273333333333333,124.1,47.0,0.11838790931989925,120.0
75,Trevor Lawrence,QB,JAX,26.9,2021.0,1.0,7.0,77.84,13.06,54,105,9.35,79.0,ACT,17.0,19.89294117647059,23.42235294117647,28.296666666666663,15.02,338.18,398.18,338.18,0.0,0.0,0.0,0.0,0.0,82.0,359.0,9.0,4007.0,29.0,12.0,0.0,0.0,1.0,0.9670588235294119,10.0,14.52,17.119999999999997,145.2,0.0,0.0,26.0
76,Dak Prescott,QB,DAL,33.1,2016.0,4.0,14.0,78.25,11.81,54,105,9.25,83.83,ACT,17.0,18.457647058823532,22.69294117647059,26.093333333333334,12.040000000000001,313.78000000000003,385.78000000000003,313.78000000000003,0.0,0.0,0.0,0.0,0.0,53.0,177.0,2.0,4552.0,30.0,10.0,0.0,0.0,6.0,0.9505882352941176,8.0,14.565000000000001,17.815,116.52,0.0,0.0,13.0
77,Kyle Pitts Sr.,TE,ATL,25.9,2021.0,1.0,11.0,78.91,10.93,61,131,6.79,91.83,ACT,17.0,12.488235294117647,12.51764705882353,21.483333333333334,5.800000000000001,212.3,212.8,210.8,118.0,88.0,928.0,5.0,0.2277992277992278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.88,17.0,7.717647058823529,7.717647058823529,131.2,74.0,0.137291280148423,0.0
78,DK Metcalf,WR,PIT,28.7,2019.0,2.0,9.0,78.91,12.57,48,115,36.17,73.0,ACT,15.0,12.68,12.746666666666666,18.883333333333336,8.1,190.2,191.2,187.2,99.0,59.0,850.0,6.0,0.22654462242562928,2.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8726666666666667,15.0,13.046666666666665,13.146666666666667,191.2,108.0,0.2125984251968504,0.0
79,Brian Thomas Jr.,WR,JAX,23.9,2024.0,1.0,7.0,80.0,13.65,49,123,36.31,78.5,ACT,14.0,9.914285714285715,9.914285714285715,13.9,7.6,138.8,138.8,138.8,91.0,48.0,707.0,2.0,0.21311475409836064,3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7764285714285715,17.0,17.058823529411764,17.176470588235293,284.0,133.0,0.2547892720306513,6.0
80,Michael Pittman Jr.,WR,PIT,28.9,2020.0,2.0,9.0,80.44,14.36,45,117,36.84,83.5,ACT,17.0,11.994117647058824,12.023529411764706,20.416666666666668,4.0,203.9,204.4,202.4,111.0,80.0,784.0,7.0,0.20982986767485823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8552941176470588,16.0,10.55,10.6125,165.8,111.0,0.24288840262582057,0.0
81,Tucker Kraft,TE,GB,25.9,2023.0,3.0,11.0,80.46,13.73,32,106,7.09,68.67,ACT,8.0,15.024999999999999,15.149999999999999,18.383333333333336,8.9,120.19999999999999,121.19999999999999,117.19999999999999,44.0,32.0,489.0,6.0,0.18803418803418803,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.86,17.0,9.605882352941178,9.605882352941178,163.3,70.0,0.1511879049676026,3.0
82,Courtland Sutton,WR,DEN,30.9,2018.0,2.0,10.0,83.3,14.56,49,116,37.54,83.5,ACT,17.0,13.100000000000001,13.158823529411766,21.133333333333336,8.0,222.70000000000002,223.70000000000002,219.7,124.0,74.0,1017.0,7.0,0.21565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8535294117647059,16.0,15.3,15.51875,240.3,135.0,0.26264591439688717,0.0
83,Tony Pollard,RB,TEN,29.4,2019.0,4.0,9.0,84.99,10.37,67,120,30.27,98.33,ACT,17.0,11.458823529411765,11.282352941176471,17.716666666666665,7.800000000000001,194.8,191.8,185.8,41.0,33.0,206.0,0.0,0.07750472589792061,242.0,1082.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6247058823529412,16.0,13.106250000000001,12.918750000000001,200.7,57.0,0.11974789915966387,260.0
84,Wan'Dale Robinson,WR,TEN,25.7,2022.0,2.0,9.0,85.58,14.64,48,123,38.64,95.67,ACT,16.0,13.9,13.99375,22.983333333333334,7.75,222.4,223.9,217.89999999999998,140.0,92.0,1014.0,4.0,0.29723991507430997,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9075,17.0,10.747058823529413,10.747058823529413,182.70000000000002,140.0,0.2527075812274368,3.0
85,Sam LaPorta,TE,DET,25.7,2023.0,2.0,6.0,85.85,14.01,54,131,7.9,85.17,ACT,9.0,11.877777777777778,11.877777777777778,14.983333333333334,6.9,106.9,106.9,106.9,49.0,40.0,489.0,3.0,0.18631178707224336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9066666666666667,16.0,11.00625,11.0375,174.6,83.0,0.16973415132924335,0.0
86,Josh Downs,WR,IND,25.1,2023.0,3.0,13.0,87.25,14.9,52,133,39.12,99.83,ACT,16.0,8.65,8.65,13.516666666666666,5.4,138.4,138.4,138.4,88.0,58.0,566.0,4.0,0.17706237424547283,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586875,14.0,13.214285714285714,13.25,183.5,107.0,0.25598086124401914,1.0
87,Michael Wilson,WR,ARI,26.5,2023.0,3.0,14.0,88.37,16.52,52,133,39.49,100.0,ACT,17.0,13.241176470588234,13.329411764705881,25.700000000000003,6.6,225.1,226.6,220.6,126.0,78.0,1006.0,7.0,0.20421393841166938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8135294117647058,16.0,7.78125,7.78125,124.5,71.0,0.1446028513238289,1.0
88,Rico Dowdle,RB,PIT,28.2,,,9.0,88.82,12.94,65,122,31.19,93.5,ACT,17.0,13.547058823529412,13.194117647058825,25.183333333333334,5.4,230.3,224.3,216.3,50.0,39.0,297.0,1.0,0.10416666666666667,236.0,1076.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5605882352941176,16.0,13.1125,12.8625,197.8,49.0,0.08419243986254296,235.0
89,Jonathon Brooks,RB,CAR,23.1,2024.0,2.0,5.0,90.84,18.61,61,152,31.39,94.67,ACT,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.5,2.5,7.5,3.0,0.028037383177570093,9.0
90,Quentin Johnston,WR,LAC,25.0,2023.0,1.0,7.0,95.75,14.0,64,134,41.97,94.5,ACT,13.0,13.284615384615384,13.323076923076922,19.45,9.2,172.7,173.2,171.2,84.0,51.0,735.0,8.0,0.20192307692307693,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7685714285714286,15.0,11.846666666666668,11.913333333333334,174.70000000000002,91.0,0.21666666666666667,3.0
91,Stefon Diggs,WR,WAS,32.8,2015.0,5.0,7.0,96.49,32.07,48,215,42.19,115.17,ACT,17.0,12.811764705882354,12.958823529411765,21.366666666666664,5.800000000000001,217.8,220.3,210.3,102.0,85.0,1013.0,4.0,0.21161825726141079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5376470588235295,8.0,15.24,15.24,121.92,64.0,0.23880597014925373,3.0
92,Brock Purdy,QB,SF,26.7,2022.0,7.0,8.0,96.5,10.0,63,119,12.39,86.33,ACT,9.0,19.70888888888889,24.59777777777778,24.683333333333334,16.78,177.38,221.38,177.38,0.0,0.0,0.0,0.0,0.0,33.0,147.0,3.0,2167.0,20.0,10.0,0.0,0.0,2.0,0.9777777777777779,15.0,17.790666666666667,21.124000000000002,266.86,0.0,0.0,66.0
93,RJ Harvey,RB,DEN,25.6,2025.0,2.0,10.0,97.46,16.53,65,140,33.83,89.5,ACT,17.0,12.15294117647059,12.15294117647059,21.3,6.0,206.60000000000002,206.60000000000002,206.6,58.0,47.0,356.0,5.0,0.10086956521739131,146.0,540.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211764705882353,,,,,,,
94,Jaxson Dart,QB,NYG,23.3,2025.0,1.0,8.0,97.46,12.9,59,119,13.07,87.33,ACT,14.0,17.255714285714287,19.398571428571426,25.459999999999997,14.065000000000001,241.58,271.58,241.58,0.0,0.0,0.0,0.0,0.0,86.0,487.0,9.0,2272.0,15.0,5.0,0.0,0.0,0.0,0.8364285714285714,,,,,,,
95,Travis Kelce,TE,KC,36.9,2013.0,3.0,5.0,98.53,14.77,66,139,9.9,108.17,ACT,17.0,11.364705882352942,11.364705882352942,18.066666666666666,8.399999999999999,193.20000000000002,193.20000000000002,193.2,108.0,76.0,851.0,5.0,0.19672131147540983,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8188235294117647,16.0,12.30625,12.3375,195.4,133.0,0.24050632911392406,1.0
96,George Kittle,TE,SF,32.9,2017.0,5.0,8.0,98.93,18.8,66,229,9.97,103.0,ACT,11.0,14.818181818181818,14.863636363636363,20.833333333333332,9.3,163.0,163.5,161.5,69.0,57.0,628.0,7.0,0.22847682119205298,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8118181818181818,15.0,16.173333333333336,16.30666666666667,236.6,94.0,0.22014051522248243,0.0
97,Chuba Hubbard,RB,CAR,27.2,2021.0,4.0,5.0,98.94,16.75,72,143,34.1,102.83,ACT,15.0,8.360000000000001,8.360000000000001,14.316666666666668,3.75,125.4,125.4,125.39999999999999,39.0,30.0,223.0,3.0,0.09027777777777778,134.0,511.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,15.0,16.90666666666667,16.64,241.6,54.0,0.11739130434782609,250.0
98,Bo Nix,QB,DEN,26.5,2024.0,1.0,10.0,99.3,10.03,70,125,12.89,96.17,ACT,17.0,17.93176470588235,21.343529411764706,26.38,13.36,304.84,362.84,304.84,1.0,0.0,0.0,0.0,0.0017391304347826088,83.0,356.0,5.0,3931.0,25.0,11.0,0.0,0.0,4.0,0.9964705882352942,17.0,18.658823529411762,22.305882352941175,317.2,1.0,0.0018552875695732839,92.0
99,Kenny Gainwell,RB,TB,27.5,2021.0,5.0,10.0,100.1,13.81,77,141,34.43,112.5,ACT,17.0,13.01764705882353,13.01764705882353,23.98333333333333,6.5,221.3,221.3,221.3,85.0,73.0,486.0,3.0,0.1644100580270793,114.0,537.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4964705882352941,17.0,3.682352941176471,3.682352941176471,62.6,22.0,0.05263157894736842,75.0
100,Alec Pierce,WR,IND,26.4,2022.0,2.0,13.0,100.32,20.32,62,142,43.17,79.5,ACT,15.0,12.42,12.486666666666668,20.883333333333336,5.7,186.3,187.3,183.3,84.0,47.0,1003.0,6.0,0.17987152034261242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8593333333333334,16.0,10.36875,10.4625,161.4,69.0,0.14345114345114346,0.0
101,J.K. Dobbins,RB,DEN,27.7,2020.0,2.0,10.0,100.48,15.26,78,127,34.4,110.83,ACT,10.0,12.190000000000001,11.99,15.433333333333332,9.1,121.9,119.9,115.9,14.0,11.0,37.0,0.0,0.04281345565749235,153.0,772.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.511,13.0,15.215384615384616,15.061538461538463,191.79999999999998,38.0,0.10187667560321716,195.0
102,Patrick Mahomes II,QB,KC,31.0,2017.0,1.0,5.0,101.49,11.44,63,132,13.89,85.17,ACT,14.0,20.405714285714286,23.834285714285716,27.86666666666667,13.205,285.68,333.68,285.68,1.0,1.0,-10.0,0.0,0.0020964360587002098,64.0,422.0,5.0,3587.0,22.0,11.0,0.0,0.0,2.0,0.9742857142857143,16.0,17.68875,21.31375,283.02,1.0,0.0018083182640144665,58.0
103,Jayden Reed,WR,GB,26.4,2023.0,2.0,11.0,104.21,13.94,76,133,44.98,106.17,ACT,5.0,9.7,9.7,9.7,8.100000000000001,48.5,48.5,48.5,22.0,19.0,207.0,1.0,0.16923076923076924,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4114285714285714,17.0,11.852941176470589,11.941176470588236,197.0,75.0,0.16198704103671707,20.0
104,Matthew Stafford,QB,LA,38.6,2009.0,1.0,11.0,104.33,12.84,63,129,14.59,109.83,ACT,17.0,21.081176470588236,26.610588235294117,29.01,13.600000000000001,358.38,452.38,350.38,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,4707.0,46.0,8.0,0.0,0.0,4.0,0.9852941176470589,16.0,13.41125,16.16125,214.58,0.0,0.0,30.0
105,Jakobi Meyers,WR,JAX,29.8,,,7.0,104.5,18.17,68,150,44.84,98.0,ACT,16.0,10.9875,10.9875,15.616666666666665,7.7250000000000005,175.8,175.8,175.8,110.0,75.0,835.0,3.0,0.2286902286902287,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,15.0,14.833333333333334,14.933333333333334,218.0,129.0,0.24855491329479767,2.0
106,Jordan Addison,WR,MIN,24.6,2023.0,1.0,6.0,105.63,15.9,71,165,45.13,92.83,ACT,14.0,9.864285714285714,9.935714285714285,14.933333333333335,6.975,138.1,139.1,135.1,79.0,42.0,610.0,3.0,0.1970074812967581,2.0,81.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8514285714285714,15.0,14.366666666666667,14.433333333333334,212.5,99.0,0.21428571428571427,3.0
107,Jared Goff,QB,DET,31.9,2016.0,1.0,6.0,106.4,10.26,63,131,15.19,102.5,ACT,17.0,17.474117647058822,22.18,25.25,12.68,297.06,377.06,297.06,0.0,0.0,0.0,0.0,0.0,19.0,45.0,0.0,4564.0,34.0,8.0,0.0,0.0,6.0,0.9852941176470589,17.0,20.027058823529412,24.38,324.46,1.0,0.0019230769230769232,35.0
108,Makai Lemon,WR,PHI,22.3,2026.0,1.0,10.0,109.7,17.81,71,149,46.42,94.67,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Rachaad White,RB,WAS,27.7,2022.0,3.0,7.0,111.88,16.1,78,156,37.48,113.67,ACT,17.0,8.411764705882353,8.411764705882353,13.783333333333337,5.200000000000001,143.0,143.0,143.0,45.0,40.0,218.0,0.0,0.08333333333333333,132.0,572.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5105882352941177,15.0,13.306666666666667,13.306666666666667,199.6,57.0,0.11491935483870967,144.0
110,Blake Corum,RB,LA,25.8,2024.0,3.0,11.0,112.07,13.81,80,143,37.2,103.5,ACT,17.0,7.364705882352942,7.305882352941176,14.616666666666669,2.4000000000000004,125.2,124.2,122.2,14.0,8.0,36.0,0.0,0.024096385542168676,145.0,746.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2911764705882353,15.0,2.2333333333333334,2.2333333333333334,33.5,8.0,0.016359918200409,58.0
111,Dalton Kincaid,TE,BUF,26.9,2023.0,1.0,7.0,112.42,16.11,85,155,12.09,109.5,ACT,12.0,10.758333333333333,10.841666666666667,16.366666666666667,6.2250000000000005,129.1,130.1,126.10000000000001,49.0,39.0,571.0,5.0,0.14626865671641792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3741666666666667,13.0,7.753846153846154,7.753846153846154,100.8,75.0,0.20215633423180593,0.0
112,Kyler Murray,QB,MIN,29.1,2019.0,1.0,6.0,112.82,8.64,92,134,16.66,104.83,ACT,5.0,15.556000000000001,17.956,15.556000000000001,14.06,77.78,89.78,77.78,0.0,0.0,0.0,0.0,0.0,29.0,173.0,1.0,962.0,6.0,3.0,0.0,0.0,0.0,0.9879999999999999,17.0,17.48470588235294,20.19058823529412,297.24,0.0,0.0,78.0
113,Jacory Croskey-Merritt,RB,WAS,25.4,2025.0,7.0,7.0,113.67,15.81,72,135,37.56,115.5,ACT,17.0,8.605882352941178,8.488235294117647,17.316666666666666,3.0,146.3,144.3,140.3,13.0,9.0,68.0,0.0,0.03009259259259259,175.0,805.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3947058823529412,,,,,,,
114,Jordan Mason,RB,MIN,27.3,,,6.0,115.68,16.31,75,152,38.22,123.17,ACT,16.0,8.24375,8.18125,13.800000000000002,4.175,131.9,130.9,128.9,16.0,14.0,51.0,0.0,0.035398230088495575,159.0,758.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4275,12.0,10.333333333333334,10.083333333333334,115.0,14.0,0.04375,153.0
115,Aaron Jones Sr.,RB,MIN,31.8,2017.0,5.0,6.0,115.78,17.31,77,156,38.82,134.17,ACT,12.0,9.891666666666667,9.891666666666667,13.516666666666666,6.95,118.7,118.7,118.7,41.0,28.0,199.0,1.0,0.13758389261744966,132.0,548.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5508333333333333,17.0,14.564705882352943,14.447058823529414,241.6,62.0,0.12133072407045009,255.0
116,Kyle Monangai,RB,CHI,24.3,2025.0,7.0,10.0,116.95,14.16,84,162,38.82,109.67,ACT,17.0,8.982352941176472,8.864705882352942,16.5,3.3000000000000003,152.70000000000002,150.70000000000002,146.7,30.0,18.0,164.0,0.0,0.05639097744360902,169.0,783.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4088235294117647,,,,,,,
117,Dallas Goedert,TE,PHI,31.7,2018.0,2.0,10.0,117.24,17.18,85,173,12.93,122.67,ACT,15.0,12.44,12.473333333333333,19.666666666666668,6.550000000000001,186.6,187.1,185.1,82.0,60.0,591.0,11.0,0.20048899755501223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.846,10.0,10.51,10.559999999999999,103.6,52.0,0.19330855018587362,0.0
118,KC Concepcion,WR,CLE,22.0,2026.0,1.0,11.0,118.1,28.89,71,289,48.59,100.67,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Baker Mayfield,QB,TB,31.4,2018.0,1.0,10.0,118.39,9.73,70,141,18.54,116.33,ACT,17.0,15.99529411764706,19.289411764705882,21.813333333333333,12.7,271.92,327.92,271.92,0.0,0.0,0.0,0.0,0.0,55.0,382.0,1.0,3693.0,26.0,11.0,0.0,0.0,2.0,0.9711764705882354,17.0,21.51764705882353,27.04705882352941,365.8,0.0,0.0,60.0
120,Jake Ferguson,TE,DAL,27.6,2022.0,4.0,14.0,118.47,19.47,73,181,13.35,125.17,ACT,17.0,11.064705882352941,11.064705882352941,18.849999999999998,7.300000000000001,188.1,188.1,188.1,102.0,82.0,600.0,8.0,0.16803953871499178,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6670588235294117,14.0,7.457142857142857,7.457142857142857,104.4,86.0,0.16862745098039217,0.0
121,Jordan Love,QB,GB,27.9,2020.0,1.0,11.0,118.95,9.54,92,144,18.48,116.17,ACT,15.0,15.675999999999998,19.009333333333334,23.02333333333333,10.07,235.14,285.14,235.14000000000001,0.0,0.0,0.0,0.0,0.0,47.0,199.0,0.0,3381.0,23.0,6.0,0.0,0.0,2.0,0.9426666666666667,15.0,15.590666666666667,19.057333333333336,233.86,0.0,0.0,25.0
122,Isaiah Likely,TE,NYG,26.4,2022.0,4.0,8.0,123.13,29.19,87,236,13.65,119.83,ACT,12.0,5.141666666666667,5.141666666666667,8.100000000000001,2.5,61.7,61.7,61.7,36.0,27.0,307.0,1.0,0.12413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5592857142857143,15.0,8.346666666666668,8.38,123.7,58.0,0.14356435643564355,0.0
123,Khalil Shakir,WR,BUF,26.6,2022.0,5.0,7.0,123.36,17.66,83,201,51.09,133.83,ACT,16.0,10.49375,10.525,16.15,7.125,167.9,168.4,166.4,95.0,72.0,719.0,4.0,0.2106430155210643,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5975,15.0,12.366666666666667,12.433333333333334,182.5,100.0,0.22988505747126436,2.0
124,Tyler Shough,QB,NO,27.0,2025.0,2.0,8.0,124.28,13.68,98,207,19.67,122.0,ACT,11.0,14.360000000000001,16.541818181818183,19.89333333333333,8.580000000000002,157.96,181.96,157.96,0.0,0.0,0.0,0.0,0.0,45.0,186.0,3.0,2384.0,10.0,6.0,0.0,0.0,2.0,0.8345454545454545,,,,,,,
125,Jalen Coker,WR,CAR,24.9,,,5.0,124.68,17.62,81,176,51.43,116.83,ACT,11.0,8.218181818181819,8.218181818181819,12.266666666666666,4.35,90.4,90.4,90.4,43.0,33.0,394.0,3.0,0.14878892733564014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6936363636363636,11.0,8.55090909090909,8.596363636363636,92.56,46.0,0.14465408805031446,0.0
126,Romeo Doubs,WR,NE,26.4,2022.0,4.0,11.0,127.35,16.1,81,176,52.2,127.83,ACT,16.0,10.3375,10.3375,17.05,5.324999999999999,165.4,165.4,165.4,85.0,55.0,724.0,6.0,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775625,13.0,10.161538461538461,10.161538461538461,132.1,72.0,0.19672131147540983,0.0
127,Matthew Golden,WR,GB,23.1,2025.0,1.0,11.0,128.79,20.72,76,195,52.84,137.17,ACT,14.0,5.0,5.0,9.066666666666668,1.9000000000000001,70.0,70.0,70.0,44.0,29.0,361.0,0.0,0.11671087533156499,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321428571428571,,,,,,,
128,Xavier Worthy,WR,KC,23.4,2024.0,1.0,5.0,129.35,14.95,91,184,52.96,110.67,ACT,14.0,7.8500000000000005,7.8500000000000005,11.733333333333334,5.625,109.9,109.9,109.9,73.0,42.0,532.0,1.0,0.16043956043956045,11.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7057142857142857,16.0,11.7,11.7,187.2,98.0,0.17721518987341772,20.0
129,Malik Willis,QB,MIA,27.3,2022.0,3.0,6.0,130.02,22.69,98,255,20.37,114.0,ACT,4.0,12.795,14.294999999999998,12.794999999999998,4.525,51.18,57.17999999999999,51.18,0.0,0.0,0.0,0.0,0.0,22.0,123.0,2.0,422.0,3.0,0.0,0.0,0.0,0.0,0.4225,6.0,8.633333333333335,9.633333333333335,51.8,0.0,0.0,20.0
130,Mark Andrews,TE,BAL,31.0,2018.0,3.0,13.0,131.7,23.7,87,229,14.85,137.5,ACT,17.0,7.705882352941177,7.705882352941177,14.750000000000002,3.4000000000000004,131.0,131.0,131.0,70.0,48.0,422.0,5.0,0.171990171990172,10.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6170588235294118,17.0,11.105882352941178,11.105882352941178,188.8,69.0,0.15098468271334792,4.0
131,De'Zhaun Stribling,WR,SF,23.7,2026.0,2.0,8.0,132.96,42.69,71,281,53.94,153.2,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Juwan Johnson,TE,NO,30.0,,,8.0,134.2,22.46,87,226,15.33,127.17,ACT,17.0,10.58235294117647,10.58235294117647,15.666666666666666,7.100000000000001,179.9,179.9,179.9,102.0,77.0,889.0,3.0,0.18053097345132743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,15.0,8.186666666666667,8.186666666666667,122.8,66.0,0.13865546218487396,0.0
133,Jordyn Tyson,WR,NO,22.1,2026.0,1.0,8.0,135.15,28.83,91,241,53.51,93.83,RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Woody Marks,RB,HOU,25.7,2025.0,4.0,8.0,137.25,13.91,93,168,45.02,152.83,ACT,16.0,9.06875,9.06875,15.950000000000001,4.75,145.1,145.1,145.1,36.0,24.0,208.0,3.0,0.06936416184971098,196.0,703.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,,,,,,,
135,Deebo Samuel Sr.,WR,SF,30.7,2019.0,2.0,8.0,138.51,32.33,81,232,56.26,129.33,ACT,16.0,11.762500000000001,11.762500000000001,19.55,6.225,188.20000000000002,188.20000000000002,188.2,99.0,72.0,727.0,5.0,0.24688279301745636,17.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7225,15.0,10.573333333333334,10.640000000000002,155.6,81.0,0.1956521739130435,42.0
136,Tyler Allgeier,RB,ARI,26.4,2022.0,5.0,14.0,138.72,12.17,117,177,45.49,147.83,ACT,17.0,7.235294117647059,7.235294117647059,12.950000000000001,2.3000000000000003,123.0,123.0,123.0,16.0,14.0,96.0,0.0,0.03088803088803089,143.0,514.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3023529411764706,17.0,6.423529411764706,6.364705882352942,106.2,13.0,0.02411873840445269,137.0
137,Tyjae Spears,RB,TEN,25.2,2023.0,3.0,9.0,139.37,18.2,93,197,45.62,176.33,ACT,13.0,8.592307692307692,8.592307692307692,12.500000000000002,6.5,111.7,111.7,111.7,50.0,45.0,264.0,0.0,0.1201923076923077,72.0,283.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4592307692307692,12.0,9.466666666666667,9.466666666666667,113.6,35.0,0.09943181818181818,84.0
138,Sam Darnold,QB,SEA,29.3,2018.0,1.0,11.0,139.95,14.35,113,208,22.49,142.6,ACT,17.0,13.848235294117648,17.024705882352944,22.37666666666667,6.08,235.42000000000002,289.42,235.42000000000002,0.0,0.0,0.0,0.0,0.0,35.0,95.0,0.0,4048.0,25.0,14.0,0.0,0.0,2.0,0.9617647058823531,17.0,18.11529411764706,22.58588235294118,307.96,0.0,0.0,67.0
