player,pos,mean,sd,exp_missed,avail,vor,score
Max Klare,TE,4.433141025641025,3.0,4.01,3.3887451546003016,-4.291853787494762,-4.387641671050435
Jaleel McLaughlin,RB,4.821569844194177,3.0,5.89,3.2914304730513777,-4.291969526948622,-4.397698916545403
Geno Smith,QB,13.083673598666502,7.288765000882882,4.85,9.71655171665674,-4.434752136242908,-4.40068780115386
Tommy Tremble,TE,4.277633690478937,4.541365433435192,4.01,3.2698735181043403,-4.410725423990724,-4.429445035874637
Elijah Arroyo,TE,4.698056668561785,3.334551059622685,5.93,3.3259477650671228,-4.354651177027941,-4.43371150760248
Malik Davis,RB,4.693913771439856,5.309990583795794,6.430000000000001,3.129736035251222,-4.453663964748778,-4.44389382515577
Robert Henry Jr.,RB,4.503333333333334,3.0,4.62,3.2424000000000004,-4.340999999999999,-4.44672938959678
Cash Jones,RB,4.503333333333334,3.0,4.62,3.2424000000000004,-4.340999999999999,-4.44672938959678
Kaytron Allen,RB,4.503333333333334,3.0,4.62,3.2424000000000004,-4.340999999999999,-4.44672938959678
DJ Giddens,RB,4.731219634665439,3.0,5.89,3.229753168252495,-4.353646831747505,-4.459376221344286
Brian Robinson Jr.,RB,4.404148648117737,3.202446215739756,4.52,3.1839404050215876,-4.3994595949784125,-4.495066673788205
Isaiah Davis,RB,4.29051567117909,5.174295443181935,4.82,3.063932955771421,-4.519467044228579,-4.516481661666263
Charlie Kolar,TE,4.438792204182707,3.2320906943355188,5.13,3.246845944647762,-4.433752997447302,-4.517936346286199
